trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,traffic_condition,weather_condition,fare_amount
0.54,1.0,1.0,22,0,Low,Clear,4.22
6.94,18.65,1.0,12,1,Very High,Snowy,49.98
6.59,10.58,1.0,22,0,Very High,Clear,43.37
6.58,10.58,2.0,2,0,Low,Clear,21.72
7.4,16.8,2.0,14,1,Medium,Cloudy,27.9
9.03,13.21,1.0,2,0,Low,Clear,26.43
13.08,28.69,1.0,6,1,High,Clear,54.95
2.52,7.62,1.0,17,1,Low,Clear,11.26
13.95,21.2,1.0,13,1,Low,Cloudy,36.9
5.52,12.62,5.0,17,0,High,Foggy,32.45
0.64,1.34,1.0,18,0,Medium,Rainy,8.37
0.5,1.0,1.0,13,0,Low,Snowy,5.51
3.25,7.47,1.0,19,0,High,Cloudy,20.69
12.29,30.09,4.0,5,0,High,Snowy,67.07
9.84,25.32,2.0,7,0,High,Clear,47.46
12.43,34.71,3.0,6,1,Very High,Clear,70.01
5.83,11.31,3.0,19,0,Medium,Clear,24.4
4.64,9.44,3.0,17,1,Low,Clear,15.77
1.28,2.0,2.0,17,1,Low,Rainy,5.47
3.18,7.4,1.0,14,0,Medium,Clear,14.46
4.55,7.67,1.0,19,0,Low,Rainy,17.99
0.74,1.0,2.0,21,0,Medium,Clear,3.95
1.99,1.15,1.0,18,1,Low,Clear,7.12
7.29,15.79,2.0,21,0,Medium,Clear,28.06
10.64,10.61,1.0,20,0,Low,Clear,27.08
8.23,17.55,1.0,7,1,Medium,Cloudy,33.56
4.38,10.58,2.0,20,0,Medium,Clear,19.16
8.09,21.61,1.0,10,0,Very High,Clear,47.3
12.32,34.17,2.0,17,0,High,Clear,60.31
1.01,4.65,1.0,22,0,Medium,Rainy,7.95
4.22,8.31,6.0,12,1,Medium,Clear,17.65
14.65,30.47,3.0,8,1,Medium,Cloudy,52.61
3.87,4.52,1.0,8,1,Low,Cloudy,14.75
6.79,9.63,1.0,16,0,Low,Clear,18.37
7.09,14.22,1.0,6,0,Medium,Cloudy,25.76
1.63,1.67,1.0,8,0,Medium,Rainy,13.05
3.6,2.83,2.0,21,0,Low,Clear,7.69
3.26,4.24,2.0,0,0,Medium,Cloudy,16.93
0.5,1.0,1.0,1,1,Low,Rainy,8.13
0.5,2.36,1.0,3,0,Very High,Clear,10.41
14.26,20.71,3.0,13,0,Low,Clear,36.48
2.55,1.0,1.0,3,0,Low,Clear,9.52
5.84,11.89,3.0,1,0,Medium,Foggy,22.23
2.84,7.87,2.0,7,0,Medium,Clear,15.32
2.4,7.83,1.0,18,0,Medium,Clear,12.82
4.49,10.16,1.0,13,0,Medium,Clear,17.33
16.49,36.23,4.0,19,0,High,Clear,72.33
14.76,20.84,3.0,9,1,Low,Cloudy,40.97
1.65,2.47,2.0,16,1,Medium,Clear,7.02
12.98,36.62,1.0,7,0,Very High,Rainy,86.1
4.9,10.58,2.0,13,1,Low,Foggy,14.8
5.28,8.39,1.0,20,0,Medium,Cloudy,21.59
1.15,1.0,2.0,22,1,Low,Foggy,6.32
0.67,4.79,1.0,7,0,Low,Cloudy,8.63
10.41,19.97,3.0,4,0,Medium,Cloudy,38.91
5.49,6.64,2.0,15,0,Low,Clear,14.83
4.59,6.01,1.0,7,0,Low,Clear,15.97
10.46,20.46,3.0,9,1,Medium,Clear,36.61
11.6,16.64,1.0,7,1,Low,Clear,30.51
1.38,2.04,1.0,8,1,High,Rainy,15.76
7.54,16.42,1.0,17,0,High,Clear,33.28
1.16,3.13,2.0,2,0,Medium,Clear,8.17
11.13,28.96,4.0,16,0,Very High,Foggy,65.62
8.56,17.73,3.0,19,0,High,Cloudy,41.78
0.57,1.0,1.0,20,0,Low,Clear,7.2
0.5,1.0,1.0,16,0,High,Rainy,6.02
2.65,9.35,1.0,7,0,Very High,Clear,22.72
2.43,10.58,4.0,1,0,Low,Cloudy,8.95
2.27,5.82,5.0,16,0,High,Cloudy,15.42
2.3,2.97,3.0,4,0,Medium,Foggy,11.69
2.54,1.0,2.0,8,1,Medium,Clear,11.69
11.4,17.39,1.0,8,0,Low,Rainy,35.0
4.78,7.77,1.0,1,1,Low,Cloudy,15.28
11.99,16.64,3.0,1,0,Low,Cloudy,34.06
0.54,1.0,1.0,18,0,Medium,Snowy,10.18
5.35,7.48,4.0,22,0,Medium,Clear,21.9
0.5,1.76,1.0,2,1,Very High,Rainy,12.89
0.52,1.14,1.0,16,0,Medium,Clear,3.97
1.2,1.0,1.0,13,1,Low,Rainy,4.8
6.08,13.56,1.0,13,0,High,Snowy,34.17
4.24,7.98,3.0,5,0,Medium,Foggy,19.08
3.41,6.83,1.0,2,0,High,Clear,20.1
18.41,29.29,1.0,0,0,Low,Clear,48.94
0.5,3.41,3.0,15,0,Medium,Foggy,4.59
8.72,14.14,1.0,3,0,Medium,Clear,33.22
6.57,17.92,1.0,16,1,High,Clear,32.87
0.5,1.17,2.0,7,0,Medium,Cloudy,6.42
4.34,10.77,4.0,1,1,High,Rainy,25.93
2.41,5.83,1.0,17,1,Medium,Clear,11.88
10.5,16.53,2.0,15,1,Low,Clear,25.5
2.37,4.46,1.0,7,1,Medium,Foggy,12.83
8.49,22.44,1.0,11,1,High,Cloudy,41.34
1.77,3.58,1.0,21,0,High,Foggy,11.74
6.67,10.01,3.0,15,0,Low,Clear,19.07
4.99,12.46,2.0,11,0,Medium,Foggy,20.17
7.5,13.93,3.0,19,1,Medium,Snowy,33.23
3.44,9.26,1.0,18,1,High,Rainy,20.9
0.97,1.91,2.0,0,1,Low,Clear,6.64
1.31,1.0,4.0,2,1,Low,Foggy,6.19
2.04,4.32,3.0,11,0,Medium,Cloudy,11.69
2.31,2.71,1.0,8,0,Medium,Clear,12.37
6.59,15.8,1.0,21,0,High,Clear,31.07
5.93,11.91,3.0,4,0,High,Rainy,32.11
0.98,1.49,1.0,0,0,High,Cloudy,12.06
15.74,25.13,3.0,9,0,Low,Cloudy,42.22
10.26,17.06,1.0,16,0,Medium,Clear,34.23
0.56,6.49,2.0,3,0,Medium,Clear,8.12
9.84,25.13,2.0,14,0,Very High,Clear,55.12
6.27,13.61,2.0,18,1,Medium,Cloudy,24.97
0.68,1.0,2.0,7,1,Very High,Snowy,14.12
4.9,9.77,4.0,22,1,High,Rainy,28.27
5.3,13.4,3.0,14,0,High,Clear,26.59
1.45,1.81,1.0,6,1,Medium,Cloudy,7.96
15.18,25.66,1.0,7,0,Medium,Clear,53.45
8.85,17.72,2.0,22,1,Medium,Snowy,39.18
4.96,13.59,4.0,9,0,Very High,Clear,34.6
4.25,10.47,1.0,17,1,High,Clear,25.15
8.42,20.6,3.0,3,0,High,Cloudy,42.34
6.31,8.37,3.0,14,0,Medium,Clear,20.64
0.51,1.23,1.0,10,0,Low,Clear,3.41
5.75,15.55,1.0,21,0,High,Clear,29.26
13.14,25.57,1.0,2,0,Medium,Clear,45.69
4.92,10.7,5.0,14,1,High,Clear,26.22
0.5,1.0,1.0,2,1,High,Foggy,6.52
12.34,19.53,2.0,14,1,Low,Rainy,37.16
1.8,7.13,1.0,5,0,Medium,Foggy,14.22
2.39,6.88,1.0,0,1,High,Clear,18.53
1.44,5.02,3.0,13,0,Medium,Rainy,9.5
3.21,10.58,1.0,15,1,Medium,Clear,14.56
11.31,16.18,6.0,0,0,Low,Cloudy,30.72
5.86,8.97,1.0,20,0,Low,Clear,18.23
1.83,5.99,1.0,16,1,High,Clear,12.42
16.82,22.07,1.0,7,1,Low,Cloudy,41.32
16.36,33.19,1.0,15,1,Medium,Clear,52.83
2.18,6.11,1.0,5,0,Very High,Clear,20.42
4.8,15.31,1.0,9,1,Very High,Clear,36.75
11.83,22.26,2.0,4,0,Medium,Clear,49.24
0.5,1.0,2.0,11,0,Medium,Rainy,4.85
0.54,1.73,1.0,19,0,Low,Rainy,4.44
4.99,7.28,1.0,16,1,Low,Cloudy,15.27
19.19,32.63,3.0,13,0,Medium,Clear,58.77
6.19,12.96,1.0,13,0,High,Rainy,29.82
5.51,14.22,1.0,2,0,Medium,Clear,23.25
0.89,2.8,1.0,11,0,Medium,Clear,5.03
8.56,11.85,1.0,19,0,Medium,Rainy,32.52
3.83,3.44,1.0,11,0,Low,Cloudy,11.97
11.96,19.73,1.0,1,0,Low,Snowy,39.57
1.82,2.93,2.0,16,1,Low,Clear,8.18
5.93,11.79,6.0,9,0,High,Cloudy,32.56
2.71,3.65,5.0,17,0,Medium,Rainy,15.69
12.59,24.86,3.0,21,1,Medium,Cloudy,42.67
6.89,10.65,1.0,18,0,Medium,Rainy,29.54
8.05,17.55,1.0,20,1,High,Cloudy,38.8
12.79,20.21,3.0,0,0,Low,Cloudy,35.54
4.03,4.74,1.0,23,0,Low,Clear,12.4
6.09,9.34,1.0,3,0,Medium,Clear,21.76
1.38,1.0,1.0,1,0,Medium,Clear,9.7
9.52,25.58,3.0,18,1,Very High,Rainy,64.06
12.61,36.56,3.0,20,1,Very High,Rainy,84.77
3.05,6.3,3.0,11,0,Low,Clear,9.63
15.57,28.38,3.0,9,1,Medium,Cloudy,55.94
18.93,27.84,1.0,12,0,Low,Clear,48.16
2.59,7.32,2.0,21,1,Very High,Cloudy,20.12
1.21,3.03,2.0,19,0,Medium,Clear,10.08
1.81,3.22,1.0,22,1,High,Foggy,12.94
1.63,7.16,2.0,14,0,Medium,Foggy,10.97
17.95,26.95,5.0,2,0,Low,Clear,44.63
8.5,11.79,1.0,22,0,Medium,Rainy,33.08
1.32,1.0,1.0,19,1,Medium,Clear,8.97
4.64,11.9,1.0,12,1,High,Clear,23.81
7.64,10.77,1.0,7,1,Medium,Foggy,29.71
0.7,2.05,1.0,6,1,Low,Cloudy,5.61
17.12,30.54,3.0,23,1,Medium,Clear,55.97
13.02,32.63,1.0,7,0,High,Cloudy,63.74
5.63,13.42,1.0,17,0,High,Rainy,34.13
4.33,8.32,1.0,5,0,Low,Clear,16.09
8.82,13.98,3.0,14,0,Medium,Rainy,33.2
8.06,10.48,3.0,4,1,Low,Cloudy,21.44
1.45,10.58,1.0,4,1,Medium,Cloudy,11.58
4.46,13.07,1.0,8,1,Medium,Clear,20.92
1.42,4.44,1.0,6,0,Medium,Cloudy,8.77
0.5,5.96,1.0,8,1,High,Rainy,13.88
6.56,9.88,2.0,19,0,Low,Rainy,22.58
6.0,12.02,3.0,9,0,Medium,Cloudy,26.03
10.17,17.93,1.0,3,1,Medium,Rainy,40.03
17.68,32.1,2.0,5,0,Medium,Rainy,66.18
0.66,2.18,1.0,23,0,Very High,Cloudy,9.53
10.52,18.56,1.0,13,0,Medium,Clear,36.15
1.66,1.0,2.0,8,0,Low,Clear,7.49
13.68,22.67,1.0,16,0,Low,Clear,37.38
6.23,11.83,1.0,12,1,Medium,Clear,19.07
9.91,18.74,2.0,23,0,Medium,Rainy,39.87
3.02,7.08,1.0,6,0,Very High,Clear,17.1
5.1,10.58,1.0,8,0,Medium,Clear,21.98
13.79,29.17,1.0,10,1,Medium,Snowy,55.46
4.92,12.03,2.0,2,0,Medium,Rainy,20.37
3.54,10.82,1.0,11,0,Very High,Clear,28.25
5.45,10.96,1.0,20,0,High,Clear,28.13
14.09,24.67,1.0,2,0,Low,Cloudy,40.27
3.27,9.72,1.0,14,1,High,Cloudy,17.65
1.53,1.0,2.0,20,0,High,Cloudy,11.58
9.96,19.64,1.0,9,0,High,Clear,42.68
13.99,29.68,1.0,0,0,High,Cloudy,63.68
0.85,10.58,1.0,13,0,Medium,Snowy,5.88
2.19,5.91,1.0,19,0,Medium,Clear,12.7
1.22,4.59,3.0,5,0,High,Clear,11.98
3.42,5.81,1.0,1,0,Low,Clear,10.21
4.79,10.58,4.0,22,0,Medium,Cloudy,21.0
11.05,21.32,3.0,7,0,Low,Clear,31.18
8.42,19.64,1.0,0,1,High,Rainy,47.94
7.76,17.87,1.0,3,1,High,Clear,36.97
3.48,5.51,1.0,3,0,Medium,Clear,14.77
5.1,13.3,2.0,19,0,High,Rainy,29.89
8.04,9.75,4.0,22,0,Low,Clear,23.16
1.08,1.0,1.0,12,1,Medium,Clear,5.31
9.02,20.78,1.0,17,1,High,Clear,43.56
3.15,1.73,1.0,16,0,Low,Foggy,10.97
9.28,15.06,1.0,0,0,Medium,Cloudy,33.79
0.58,3.22,3.0,21,1,Medium,Rainy,7.12
1.54,5.36,2.0,14,0,High,Snowy,13.4
15.49,32.03,1.0,1,1,Medium,Cloudy,54.7
2.06,1.0,4.0,15,1,Medium,Clear,8.66
14.51,25.2,3.0,19,1,Medium,Clear,51.54
2.62,2.67,3.0,21,0,Low,Clear,7.53
8.24,10.58,3.0,4,0,Very High,Rainy,61.05
9.48,17.9,2.0,21,0,Medium,Clear,32.5
5.75,14.43,1.0,18,1,Medium,Cloudy,24.91
2.91,5.62,1.0,4,1,Low,Clear,12.28
1.91,3.36,1.0,1,0,Medium,Clear,11.7
0.5,2.57,2.0,6,0,Very High,Clear,8.87
2.9,4.81,4.0,2,1,Very High,Cloudy,23.44
8.47,11.77,2.0,16,1,Medium,Clear,29.53
16.4,30.78,1.0,23,0,Medium,Cloudy,56.9
11.62,25.65,2.0,2,1,Medium,Snowy,49.13
12.43,20.55,2.0,12,1,Medium,Clear,45.13
8.75,17.15,2.0,6,1,Medium,Cloudy,31.14
2.41,6.99,2.0,23,0,High,Rainy,17.99
8.89,18.87,1.0,14,0,Medium,Cloudy,31.2
6.58,14.03,5.0,17,1,High,Clear,36.6
0.94,3.85,1.0,9,1,High,Clear,12.76
4.74,10.01,1.0,22,1,Medium,Rainy,20.66
4.93,16.38,1.0,6,0,Very High,Clear,30.77
15.99,36.15,1.0,8,1,High,Clear,71.34
6.33,9.5,3.0,4,0,Medium,Clear,22.18
3.83,9.66,2.0,19,0,Very High,Rainy,31.14
0.94,1.0,1.0,13,1,Medium,Clear,6.96
4.39,7.56,2.0,3,1,Medium,Foggy,17.59
0.5,1.0,4.0,19,0,High,Clear,7.7
10.77,16.17,6.0,13,0,Low,Foggy,31.12
20.02,35.18,5.0,11,1,Medium,Foggy,71.35
2.63,4.78,2.0,1,0,Medium,Clear,12.02
15.63,28.32,1.0,12,1,Medium,Cloudy,52.65
2.76,6.17,1.0,0,0,High,Snowy,20.15
11.22,20.2,3.0,6,0,Medium,Clear,37.95
13.07,28.83,2.0,8,0,High,Rainy,65.94
0.5,1.0,1.0,16,0,High,Clear,4.02
10.38,22.02,1.0,22,0,Medium,Rainy,39.52
2.91,4.43,1.0,12,0,Medium,Clear,11.94
14.15,32.59,1.0,22,1,High,Rainy,71.76
2.64,1.54,4.0,9,0,Medium,Clear,13.1
0.96,1.0,2.0,5,1,Low,Clear,7.61
9.73,17.27,1.0,15,0,Medium,Clear,34.47
6.22,13.82,2.0,10,0,Medium,Clear,22.37
0.81,1.0,2.0,19,0,Medium,Clear,9.3
2.22,2.36,4.0,2,1,Medium,Clear,11.2
0.5,1.0,1.0,8,1,Low,Clear,5.12
5.06,8.43,1.0,14,0,High,Foggy,25.85
2.87,7.11,3.0,12,1,Medium,Cloudy,11.63
7.3,14.24,1.0,9,0,Medium,Cloudy,27.35
2.82,8.91,1.0,19,0,Medium,Cloudy,15.87
2.85,3.35,1.0,23,1,Medium,Snowy,15.18
10.88,16.86,2.0,12,0,Medium,Cloudy,34.06
0.5,3.05,1.0,16,1,High,Rainy,8.34
18.66,10.58,1.0,6,0,Medium,Clear,59.17
15.3,27.75,3.0,5,0,Medium,Cloudy,51.54
8.82,19.49,1.0,12,1,Medium,Clear,32.28
7.2,17.08,1.0,16,0,High,Cloudy,33.71
17.83,35.24,1.0,14,1,Medium,Clear,59.93
1.64,1.83,2.0,3,1,Medium,Rainy,11.18
0.66,1.0,1.0,14,1,Medium,Clear,4.81
2.19,3.38,3.0,13,0,Medium,Clear,10.85
12.66,20.33,2.0,20,0,Low,Cloudy,35.94
0.5,1.0,1.0,10,1,Low,Clear,3.73
6.99,14.04,1.0,23,1,Medium,Clear,27.48
15.49,25.28,1.0,2,1,Medium,Cloudy,51.13
5.9,4.54,2.0,1,0,Low,Cloudy,19.53
0.53,1.0,2.0,19,1,Medium,Clear,7.34
14.24,23.9,1.0,9,0,Medium,Cloudy,49.67
7.31,17.09,1.0,12,0,Medium,Cloudy,25.75
0.98,2.24,1.0,19,0,High,Cloudy,11.41
0.79,1.91,1.0,20,0,Medium,Clear,8.44
19.23,33.88,2.0,22,1,Medium,Clear,61.71
8.85,18.33,2.0,17,0,High,Clear,40.36
14.14,24.31,1.0,20,1,Low,Cloudy,38.54
16.89,28.9,1.0,15,0,Low,Rainy,47.82
6.78,11.0,1.0,10,0,Low,Cloudy,19.37
5.83,4.68,1.0,9,0,Low,Clear,16.36
4.5,7.59,1.0,8,0,Medium,Clear,19.43
3.05,6.35,1.0,11,0,Medium,Clear,13.58
4.56,6.38,1.0,18,0,Low,Clear,15.59
11.89,29.65,1.0,0,1,Very High,Clear,68.42
7.37,20.83,3.0,17,0,High,Clear,39.18
4.69,4.35,5.0,21,1,Low,Clear,13.29
7.47,17.31,3.0,20,0,High,Cloudy,37.53
7.98,20.92,6.0,0,0,High,Cloudy,42.49
7.17,21.46,4.0,16,0,Very High,Cloudy,45.63
9.7,15.56,2.0,10,0,Medium,Foggy,35.08
2.17,2.08,2.0,19,0,High,Clear,14.77
5.75,4.24,1.0,14,0,Low,Clear,13.76
0.88,1.0,2.0,3,1,Low,Rainy,6.39
3.88,4.87,1.0,14,1,Low,Clear,10.93
5.35,16.28,1.0,21,0,Very High,Snowy,39.92
8.45,11.3,2.0,21,1,Low,Clear,22.74
7.34,22.23,1.0,21,0,Very High,Cloudy,48.4
10.89,14.88,1.0,0,0,Low,Clear,31.3
5.65,13.92,2.0,8,0,High,Clear,30.35
8.04,21.35,4.0,6,0,High,Foggy,41.41
0.59,1.0,3.0,22,0,Low,Clear,6.43
2.35,3.1,3.0,10,1,Low,Cloudy,7.14
3.59,6.27,1.0,22,1,Medium,Clear,16.5
5.12,13.88,4.0,1,0,Very High,Clear,35.92
0.5,2.77,1.0,1,1,High,Clear,6.93
1.21,4.03,4.0,5,1,Medium,Clear,7.76
2.59,5.67,1.0,22,0,Medium,Clear,14.21
3.22,6.36,1.0,19,0,High,Cloudy,19.53
5.26,10.52,2.0,13,0,Medium,Rainy,21.52
1.75,1.0,1.0,2,0,Low,Clear,6.15
7.55,22.51,2.0,6,0,High,Clear,36.66
2.64,7.65,1.0,6,0,Medium,Cloudy,11.2
1.86,4.7,1.0,3,0,Low,Rainy,11.64
5.81,14.32,2.0,22,0,High,Clear,30.34
0.5,1.76,1.0,4,0,Medium,Clear,7.02
0.5,1.0,2.0,16,0,Medium,Clear,5.49
1.98,2.09,1.0,3,0,High,Clear,16.21
0.5,1.0,1.0,22,0,Medium,Rainy,6.09
0.91,1.82,1.0,12,1,Medium,Clear,3.76
3.31,7.13,1.0,15,0,High,Clear,16.94
12.98,25.96,1.0,15,0,Medium,Cloudy,42.81
6.79,13.86,2.0,1,0,High,Clear,32.26
5.75,12.83,5.0,17,1,Medium,Rainy,29.53
2.78,3.57,3.0,0,1,Medium,Foggy,15.68
4.05,9.38,1.0,7,0,Medium,Cloudy,18.27
0.73,10.58,1.0,10,0,High,Clear,7.82
7.68,11.9,1.0,23,0,Medium,Clear,28.39
0.97,3.95,1.0,23,1,Medium,Clear,10.15
3.39,8.06,3.0,14,0,High,Cloudy,20.01
5.66,4.21,1.0,15,0,Low,Cloudy,15.46
16.59,36.89,1.0,16,0,High,Rainy,78.45
5.44,9.38,1.0,16,0,Medium,Clear,20.74
9.69,15.83,1.0,11,1,Medium,Cloudy,32.89
1.13,10.58,2.0,19,1,Low,Clear,6.29
2.57,5.74,1.0,5,0,Medium,Foggy,14.55
4.01,7.93,2.0,7,0,Medium,Clear,16.16
4.38,10.58,1.0,12,0,Medium,Rainy,20.49
4.23,13.18,3.0,1,0,High,Clear,26.96
10.02,26.78,3.0,21,0,High,Clear,43.57
7.49,15.45,1.0,9,1,Medium,Clear,28.25
2.96,4.7,1.0,3,0,Low,Clear,9.82
13.89,26.69,5.0,11,0,Medium,Cloudy,48.98
0.5,10.58,1.0,19,1,High,Clear,8.1
8.09,13.01,2.0,23,0,Low,Clear,21.0
0.5,1.0,1.0,23,0,Medium,Clear,6.85
2.38,7.45,2.0,22,0,Very High,Cloudy,21.05
0.5,1.0,2.0,3,1,High,Rainy,9.16
7.41,10.73,1.0,6,1,Medium,Clear,25.49
9.28,11.55,1.0,9,1,Low,Clear,25.26
0.97,4.96,1.0,14,0,Medium,Snowy,8.57
3.87,6.46,1.0,11,0,High,Clear,19.28
4.87,9.75,1.0,0,0,High,Rainy,27.7
3.68,7.11,1.0,19,0,Medium,Cloudy,16.92
1.03,1.0,2.0,17,0,Low,Clear,7.51
4.34,10.62,2.0,15,1,Very High,Cloudy,26.52
11.13,27.23,1.0,4,0,High,Snowy,63.83
0.59,1.0,2.0,18,1,Low,Foggy,6.58
0.67,4.37,2.0,3,0,Low,Cloudy,8.82
3.51,3.18,1.0,5,1,Medium,Cloudy,14.65
8.83,15.68,4.0,6,0,Medium,Clear,27.89
9.08,13.6,2.0,23,1,Low,Clear,26.64
3.59,7.78,2.0,22,0,Very High,Foggy,27.88
7.2,15.58,1.0,6,1,High,Clear,31.64
0.5,2.33,3.0,8,0,Low,Clear,7.25
8.09,18.27,2.0,12,0,High,Clear,34.84
7.59,18.39,4.0,13,0,Medium,Clear,27.23
10.3,20.54,1.0,22,0,Medium,Cloudy,39.77
1.03,3.92,1.0,8,1,High,Rainy,12.87
18.62,34.77,2.0,14,0,Medium,Cloudy,60.51
0.55,1.0,2.0,4,0,Medium,Clear,5.5
6.11,11.85,2.0,17,0,Medium,Cloudy,25.4
1.23,1.0,4.0,20,0,Medium,Cloudy,9.13
0.5,1.68,1.0,19,0,Medium,Clear,7.08
4.39,12.18,2.0,7,0,Very High,Clear,30.67
2.8,7.31,2.0,14,0,Medium,Rainy,16.09
5.32,5.7,5.0,20,0,Low,Cloudy,16.84
6.89,11.77,1.0,8,0,Low,Clear,20.02
0.5,2.39,5.0,18,0,High,Clear,12.59
1.05,1.49,1.0,21,0,Medium,Rainy,6.54
6.54,13.72,3.0,5,0,Medium,Cloudy,27.1
3.36,8.65,2.0,3,0,High,Foggy,20.84
10.45,31.12,3.0,10,0,Very High,Cloudy,63.63
8.45,20.85,1.0,9,0,High,Clear,42.74
14.95,22.53,1.0,2,1,Low,Rainy,42.11
9.43,16.49,1.0,0,0,Medium,Clear,32.79
4.5,9.25,2.0,11,1,High,Clear,20.36
8.94,25.05,2.0,22,0,Very High,Clear,54.2
2.58,9.04,4.0,14,0,Very High,Clear,21.51
2.93,6.76,1.0,14,1,Medium,Rainy,14.5
12.45,30.96,1.0,20,1,High,Cloudy,62.6
4.73,9.31,1.0,13,0,Low,Clear,16.05
12.81,23.58,1.0,6,0,Medium,Cloudy,44.89
13.83,29.86,3.0,16,0,Medium,Cloudy,50.47
19.88,28.83,6.0,18,1,Low,Rainy,59.58
4.51,9.12,1.0,6,0,Medium,Clear,17.92
3.07,9.72,1.0,2,0,Very High,Rainy,28.33
6.98,11.6,1.0,2,0,Medium,Clear,26.57
3.71,5.25,2.0,17,0,Low,Clear,12.49
7.35,16.19,5.0,19,0,High,Clear,38.83
9.78,23.02,1.0,21,1,High,Clear,45.16
9.33,19.09,1.0,13,0,Medium,Rainy,35.65
3.75,10.16,2.0,2,1,Very High,Cloudy,26.97
1.46,3.34,2.0,6,0,Low,Cloudy,5.82
4.5,10.05,1.0,6,0,Very High,Foggy,30.6
1.23,4.64,3.0,4,0,High,Clear,11.86
17.67,32.22,1.0,2,0,Medium,Clear,57.53
3.4,6.96,4.0,17,1,High,Cloudy,19.6
1.34,2.81,1.0,14,0,Low,Rainy,5.52
0.5,1.66,1.0,19,0,Low,Snowy,6.32
8.3,23.43,1.0,13,0,Very High,Clear,47.04
8.1,10.37,1.0,3,0,Low,Rainy,25.6
3.33,4.04,1.0,23,1,Low,Rainy,12.55
0.6,1.32,2.0,7,0,Medium,Clear,8.19
4.22,7.31,1.0,20,1,Low,Cloudy,12.34
2.98,10.58,2.0,12,0,High,Clear,16.34
9.04,24.48,1.0,21,0,Very High,Clear,51.85
7.45,14.49,1.0,7,0,Medium,Rainy,32.77
3.63,6.64,5.0,14,1,Medium,Rainy,19.13
1.97,3.99,3.0,16,1,Medium,Cloudy,10.02
4.84,8.49,1.0,19,0,Medium,Clear,17.97
9.33,15.7,2.0,3,0,Low,Clear,25.91
1.21,1.04,1.0,10,0,Medium,Clear,4.14
5.32,10.95,2.0,17,0,Medium,Rainy,25.45
0.5,1.0,1.0,9,0,Very High,Foggy,11.89
5.63,9.96,1.0,16,0,High,Cloudy,24.42
3.88,10.58,3.0,5,0,Medium,Rainy,18.46
0.5,1.0,1.0,22,1,High,Cloudy,5.73
0.5,3.12,1.0,20,0,Very High,Cloudy,13.52
3.93,10.58,2.0,15,1,Very High,Rainy,29.09
1.4,1.0,2.0,14,0,Low,Clear,4.79
0.5,1.0,1.0,7,0,Medium,Clear,8.13
11.29,19.26,4.0,8,0,Medium,Clear,38.31
4.91,10.14,2.0,10,0,Medium,Foggy,19.6
2.73,7.16,1.0,1,0,Very High,Foggy,23.91
18.43,36.84,1.0,12,0,Medium,Clear,61.82
0.99,1.0,2.0,3,1,Low,Foggy,6.35
3.01,6.36,1.0,4,1,Medium,Cloudy,14.94
7.39,11.27,1.0,21,0,Medium,Cloudy,25.09
14.02,22.97,2.0,2,0,Medium,Cloudy,45.62
2.72,4.56,1.0,2,0,Low,Clear,8.79
3.95,8.98,1.0,9,0,High,Clear,21.99
3.9,9.01,3.0,4,0,Medium,Rainy,21.33
3.33,8.32,2.0,2,0,Very High,Cloudy,23.04
6.24,11.03,1.0,21,0,Medium,Cloudy,22.36
1.34,2.76,5.0,23,0,High,Rainy,14.65
6.45,17.96,1.0,6,0,Very High,Snowy,47.09
6.24,17.18,1.0,21,0,High,Clear,33.19
11.48,19.02,1.0,17,0,Medium,Cloudy,38.61
14.35,17.62,1.0,22,0,Low,Rainy,39.41
4.64,7.88,2.0,7,0,High,Clear,26.59
2.88,9.58,1.0,0,0,Very High,Clear,22.72
2.4,4.3,1.0,3,0,Medium,Cloudy,13.18
1.73,1.0,1.0,23,0,Medium,Cloudy,8.48
0.5,1.14,2.0,6,1,Medium,Clear,3.08
3.35,7.14,4.0,13,1,High,Clear,16.12
2.52,4.9,3.0,12,0,Low,Cloudy,11.39
6.53,20.22,2.0,22,0,High,Rainy,39.28
3.41,4.03,1.0,17,0,Medium,Rainy,16.56
6.95,6.7,1.0,0,0,Low,Cloudy,20.52
1.2,3.97,3.0,3,1,High,Clear,13.06
4.7,9.02,1.0,15,0,Low,Rainy,15.94
7.87,12.2,1.0,15,1,Medium,Cloudy,23.13
5.37,5.51,1.0,17,1,Low,Rainy,16.96
4.11,8.39,1.0,7,0,Medium,Cloudy,17.66
7.81,18.33,1.0,22,0,High,Rainy,44.51
6.74,15.41,5.0,23,0,Very High,Clear,43.29
7.75,14.13,2.0,10,0,Medium,Rainy,31.32
1.8,2.47,3.0,5,0,Low,Clear,10.81
4.02,10.47,3.0,0,0,Medium,Clear,17.49
0.5,1.0,2.0,11,0,Low,Clear,3.0
5.16,9.11,1.0,5,0,Low,Clear,16.7
6.27,10.21,1.0,12,0,Medium,Clear,22.84
2.07,4.06,2.0,16,0,Medium,Clear,8.76
10.25,23.14,1.0,21,0,Medium,Rainy,42.01
6.1,12.23,2.0,7,0,Medium,Rainy,26.97
1.12,2.25,1.0,10,0,Low,Cloudy,4.34
12.5,24.37,1.0,13,1,Medium,Cloudy,41.43
1.07,2.38,4.0,23,0,Low,Clear,8.39
12.65,17.55,1.0,9,1,Low,Clear,30.85
2.58,4.5,1.0,14,1,High,Clear,13.74
